GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),0-100kph Time(s),0-100mph Time(s),0-200kph Time(s),0-30mph Time(s),0-60mph Time(s),1/4 mile time(s),1/8 mile time(s),100-0kph Time(s),40-60mph Time(s),60-0mph Time(s),60-120mph Time(s),60-130mph Time(s),60-80mph Time(s),80-100mph Time(s),80-120kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Ambient air temp(°F),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometer (on Android device)(mb),Barometric pressure (from vehicle)(kpa),Catalyst Temperature (Bank 1 Sensor 1)(°F),Catalyst Temperature (Bank 1 Sensor 2)(°F),Catalyst Temperature (Bank 2 Sensor 1)(°F),Catalyst Temperature (Bank 2 Sensor 2)(°F),Commanded Equivalence Ratio(lambda),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Distance to empty (Estimated)(km),Distance travelled since codes cleared(km),Distance travelled with MIL/CEL lit(km),DPF Temperature(°F),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°F),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°F),Engine reference torque(Nm),Engine RPM(rpm),Ethanol Fuel %(%),Evap System Vapour Pressure(Pa),Exhaust Gas Temperature 1(°F),Exhaust Gas Temperature 2(°F),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Level (From Engine ECU)(%),Fuel pressure(kpa),Fuel Rail Pressure(kpa),Fuel Rail Pressure (relative to manifold vacuum)(kpa),Fuel Rate (direct from ECU)(L/m),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel trim bank 1 sensor 3(%),Fuel trim bank 1 sensor 4(%),Fuel Trim Bank 1 Short Term(%),Fuel Trim Bank 2 Long Term(%),Fuel trim bank 2 sensor 1(%),Fuel trim bank 2 sensor 2(%),Fuel trim bank 2 sensor 3(%),Fuel trim bank 2 sensor 4(%),Fuel Trim Bank 2 Short Term(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Intake Air Temperature(°F),Intake Manifold Pressure(kpa),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor1 wide-range Voltage,O2 Sensor2 Equivalence Ratio,O2 Sensor2 wide-range Voltage,O2 Sensor3 Equivalence Ratio,O2 Sensor3 wide-range Voltage,O2 Sensor4 Equivalence Ratio,O2 Sensor4 wide-range Voltage,O2 Sensor5 Equivalence Ratio,O2 Sensor5 wide-range Voltage,O2 Sensor6 Equivalence Ratio,O2 Sensor6 wide-range Voltage,O2 Sensor7 Equivalence Ratio,O2 Sensor7 wide-range Voltage,O2 Sensor8 Equivalence Ratio,O2 Sensor8 wide-range Voltage,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),O2 Volts Bank 2 sensor 3(V),O2 Volts Bank 2 sensor 4(V),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(ft-lb),Transmission Temperature(Method 1)(°F),Transmission Temperature(Method 2)(°F),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(bar),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Tue Mar 29 07:33:56 PDT 2016,29-Mar-2016 07:33:55.885,-121.36871723,38.55969644,88.632,9.0,-23.0,82.2,0.9680176,-0.023803711,0.0287435,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,22.74509811,-0.01947793,0.96264648,0.09472656,-0.25844726,23.92156982,12.15686321,-,-,9.76000023,-,51.79999948,57.67475891,57.12019348,1009.03601074,100,1288.39996672,-,1288.39996672,-,1,335.00930786,341.16320801,-272.20315552,26077,0,-,-,-,-,186.7999959,4.54163122,72.15686035,58.03921509,-,-,1390,-,-894,-,-,1.58921981,9.45139408,157.52323914,42.74509811,-,-,-,-,-35.36740112,0,-2.34375,-,-,-,1.5625,0,-3.125,-,-,-,1.5625,3.14119124,9,-23,82.19999695,38.55969644,-121.36871723,13,1.36799622,6.09042788,-,57.19999933,91,9.31071091,13.56510544,10.74022484,7.37179136,-,21.90034103,31.90738487,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.77999997,0.72499996,-,-,0.64499998,0.72499996,-,-,-,12.54901981,2312,88.63200378,90,23.52941132,20,23.01217842,-,-,12.78615761,7.82088995,30.07516861,32.59018707,8581.37890625,2137,2117.27709961,20.50900078,-0.09000002,14.34500027,13,-
Tue Mar 29 07:33:57 PDT 2016,29-Mar-2016 07:33:56.874,-121.36844084,38.55972794,89.426346,9.0,-23.0,81.5,0.9920349,0.018035889,0.004919435,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,22.74509811,-0.0222451,0.97607422,0.02026367,-0.05288086,23.92156982,12.15686321,-,-,9.76000023,-,51.79999948,57.67475891,57.12019348,1008.99700928,100,1286.59996676,-,1286.59996676,-,1,335.00930786,341.16320801,-272.20315552,26077,0,-,-,-,-,186.7999959,4.54163122,72.15686035,58.03921509,-,-,1390,-,-894,-,-,1.58921981,9.45139408,157.52323914,42.74509811,-,-,-,-,-35.36740112,0,-2.34375,-,-,-,1.5625,0,-2.34375,-,-,-,2.34375,3.14119124,9,-23,81.5,38.55972794,-121.36844084,13,1.36799622,6.09042788,-,57.19999933,91,9.31071091,13.56510544,10.74022484,7.37179136,-,21.90034103,31.90738487,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.75999999,0.72499996,-,-,0.745,0.72499996,-,-,-,13.33333397,2312,89.42634583,90,23.13725471,21.5,23.01217842,-,-,12.78615761,7.82088995,30.07516861,32.59018707,8581.37890625,2138,2118.2590332,20.50900078,-0.09000002,14.39099979,13,-
Tue Mar 29 07:33:58 PDT 2016,29-Mar-2016 07:33:57.875,-121.3681559,38.55976111,90.28812,9.0,-23.0,82.4,0.9563802,0.0120442705,0.03574219,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,23.52941132,0.05010188,0.94946283,-0.04174805,0.34580079,24.70588303,12.15686321,-,-,9.76000023,-,51.79999948,57.70708084,57.15273666,1008.9710083,100,1286.59996676,-,1286.59996676,-,1,335.02261353,341.67208862,-272.25991821,26077,0,-,-,-,-,186.7999959,2.31993127,53.72549057,60.39215851,-,-,1412,-,-803,-,-,1.59183192,9.68061638,161.34361267,42.74509811,-,-,-,-,-35.37497711,0,-2.34375,-,-,-,0,0,-2.34375,-,-,-,2.34375,3.1463542,9,-23,82.40000153,38.55976111,-121.3681559,13,0.71188354,3.11107922,-,57.19999933,92,9.29684448,13.56502819,10.75624371,7.3718338,-,21.86772537,31.90720177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.75999999,0.72499996,-,-,0.745,0.72499996,-,-,-,13.33333397,2314,90.28811646,91,23.13725471,21.5,11.57180405,-,-,12.78279305,7.82294846,30.06725502,32.63850403,8581.42773438,2139,2119.24804688,20.50900078,-0.08000002,14.39099979,13,-
Tue Mar 29 07:33:59 PDT 2016,29-Mar-2016 07:33:58.883,-121.36786528,38.55979376,90.936455,9.0,-24.0,82.4,0.9761963,5.4931734E-4,0.018957522,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,23.52941132,-0.03635412,0.96264648,0.00170898,-0.06411132,24.70588303,12.15686321,-,-,9.76000023,-,51.79999948,57.70708084,57.15273666,1008.89300537,100,1290.19996667,-,1290.19996667,-,1,335.02261353,341.67208862,-272.25991821,26077,0,-,-,-,-,186.7999959,2.31993127,53.72549057,60.39215851,-,-,1412,-,-803,-,-,1.59183192,9.68061638,161.34361267,42.74509811,-,-,-,-,-35.37497711,0.78125,-3.90625,-,-,-,0,0.78125,-0.78125,-,-,-,3.125,3.1463542,9,-24,82.40000153,38.55979376,-121.36786528,13,0.71188354,3.11107922,-,57.19999933,92,9.29684448,13.56502819,10.75624371,7.3718338,-,21.86772537,31.90720177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13499999,0.72499996,-,-,0.035,0.70499998,-,-,-,11.37254906,2314,90.93645477,91,16.47058868,32,11.57180405,-,-,12.78279305,7.82294846,30.06725502,32.63850403,8581.42773438,2140,2120.2590332,20.50900078,-0.08000002,14.3760004,13,-
Tue Mar 29 07:34:00 PDT 2016,29-Mar-2016 07:33:59.890,-121.36756915,38.55982294,91.36825,9.0,-24.0,82.2,0.9759347,0.003627232,-0.0011927964,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,21.56862831,0.01109214,1.00219727,-0.04345703,0.0237793,23.13725471,11.37254906,-,-,9.76000023,-,51.79999948,57.74031067,57.18618011,1008.9710083,100,1290.19996667,-,1290.19996667,-,1,335.01672363,332.07232666,-272.31710815,26078,0,-,-,-,-,188.59999585,2.32727814,67.05882263,54.11764526,-,-,1428,-,-776,-,-,1.59446299,9.51316643,158.55278015,42.74509811,-,-,-,-,-35.38261032,0.78125,-3.90625,-,-,-,-3.125,0.78125,-0.78125,-,-,-,3.125,3.15155482,9,-24,82.19999695,38.55982294,-121.36756915,13,0.63175201,3.12093139,-,57.19999933,89,9.56560326,13.56495476,10.4540329,7.37187338,-,22.49988937,31.90703011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13499999,0.72499996,-,-,0.035,0.70499998,-,-,-,11.37254906,2316,91.36824799,92,21.96078491,25.5,11.47838306,-,-,12.7796936,7.82484579,30.05996513,32.68770981,8581.4765625,2141,2121.27905273,20.50900078,-0.11,14.3760004,13,-
Tue Mar 29 07:34:01 PDT 2016,29-Mar-2016 07:34:00.890,-121.36728224,38.55985497,91.98138,9.0,-24.0,81.9,0.9729492,-0.0125,0.01733399,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,16.07843208,-0.00599848,0.99267578,-0.01538086,-0.05849609,16.07843208,11.37254906,-,-,9.76000023,-,51.79999948,57.74031067,57.18618011,1008.91900635,100,1288.39996672,-,1288.39996672,-,1,335.01672363,332.07232666,-272.31710815,26078,0,-,-,-,-,188.59999585,2.32727814,67.05882263,54.11764526,-,-,1428,-,-776,-,-,1.59446299,9.51316643,158.55278015,42.74509811,-,-,-,-,-35.38261032,0,-3.125,-,-,-,-3.125,0,0,-,-,-,-3.125,3.15155482,9,-24,81.90000153,38.55985497,-121.36728224,13,0.63175201,3.12093139,-,57.19999933,89,9.56560326,13.56495476,10.4540329,7.37187338,-,22.49988937,31.90703011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.75999999,0.72499996,-,-,0.095,0.66499996,-,-,-,8.23529434,2316,91.98137665,92,21.96078491,25.5,11.47838306,-,-,12.7796936,7.82484579,30.05996513,32.68770981,8581.4765625,2142,2122.27001953,20.50900078,-0.11,14.39099979,13,-
Tue Mar 29 07:34:02 PDT 2016,29-Mar-2016 07:34:01.886,-121.3669911,38.55989208,93.34801,9.0,-24.0,82.0,0.99090576,0.012359619,0.03034058,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,16.07843208,0.06898898,1.0402832,0.04785156,0.13974611,16.07843208,8.23529434,-,-,9.76000023,-,51.79999948,57.77444458,57.2205162,1008.93200684,100,1288.39996672,-,1288.39996672,-,1,334.94403076,298.59307861,-272.36868286,26078,0,-,-,-,-,188.59999585,2.29682779,62.35294342,38.4313736,-,-,1446,-,-730,-,-,1.59683907,8.64805794,144.13430786,42.74509811,-,-,-,-,-35.38950348,0,-3.125,-,-,-,-0.78125,0,0,-,-,-,-3.125,3.15625119,9,-24,82,38.55989208,-121.3669911,13,0.3480072,3.08009672,-,57.19999933,80,10.63813019,13.56490231,9.40006638,7.37190199,-,25.02265167,31.90690613,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.75999999,0.72499996,-,-,0.095,0.66499996,-,-,-,8.23529434,2318,93.3480072,93,18.8235302,32,11.18718433,-,-,12.77763176,7.82610798,30.05511665,32.73866272,8581.52734375,2143,2123.25708008,20.50900078,-0.20000002,14.39099979,13,-
Tue Mar 29 07:34:03 PDT 2016,29-Mar-2016 07:34:02.890,-121.36670108,38.55992667,92.77234,9.0,-24.0,82.3,0.99090576,-0.005432129,0.06186524,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,12.15686321,0.04393648,1.02246094,-0.0258789,0.1072754,10.98039246,8.23529434,-,-,9.76000023,-,51.79999948,57.77444458,57.2205162,1008.94500732,100,1291.99996662,-,1291.99996662,-,1,334.94403076,298.59307861,-272.36868286,26078,0,-,-,-,-,188.59999585,2.29682779,62.35294342,38.4313736,-,-,1446,-,-730,-,-,1.59683907,8.64805794,144.13430786,42.74509811,-,-,-,-,-35.38950348,2.34375,-3.125,-,-,-,-0.78125,2.34375,-1.5625,-,-,-,-3.125,3.15625119,9,-24,82.30000305,38.55992667,-121.36670108,13,0.3480072,3.08009672,-,57.19999933,80,10.63813019,13.56490231,9.40006638,7.37190199,-,25.02265167,31.90690613,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.81999999,0.72499996,-,-,0.81999999,0.625,-,-,-,2.35294127,2318,92.77233887,93,18.8235302,32,11.18718433,-,-,12.77763176,7.82610798,30.05511665,32.73866272,8581.52734375,2144,2124.23901367,20.50900078,-0.20000002,14.3760004,13,-
Tue Mar 29 07:34:04 PDT 2016,29-Mar-2016 07:34:03.877,-121.36641071,38.55995968,92.34003,9.0,-23.0,82.1,0.96591187,6.713867E-4,0.011480717,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,12.15686321,0.0088972,1.00073242,0.01220703,0.02475586,10.98039246,5.09803915,-,-,9.76000023,-,51.79999948,57.80754471,57.25382996,1008.94500732,100,1291.99996662,-,1291.99996662,-,1,334.61129761,168.2469635,-272.39743042,26078,0,-,-,-,-,188.59999585,2.29682779,40.7843132,14.90196037,-,-,1439,-,-803,-,-,1.59817445,4.92585039,82.09750366,42.74509811,-,-,-,-,-35.3933754,2.34375,-3.125,-,-,-,0,2.34375,-1.5625,-,-,-,-3.125,3.15889072,9,-23,82.09999847,38.55995968,-121.36641071,13,0.34002686,3.08009672,-,57.19999933,45,18.87981796,13.56499863,5.29661465,7.37184954,-,44.40847397,31.9071331,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.81999999,0.72499996,-,-,0.81999999,0.625,-,-,-,2.35294127,2320,92.34002686,92,17.64705849,34,11.18718433,-,-,12.78349972,7.82251596,30.06891823,32.78833008,8581.57714844,2145,2125.23901367,20.50900078,-0.55000002,14.40699959,13,-
Tue Mar 29 07:34:05 PDT 2016,29-Mar-2016 07:34:04.891,-121.36611623,38.55999654,92.05211,9.0,-24.0,82.2,0.9861886,0.017682757,0.028627237,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,20.3921566,0.044193,1.04272461,0.03393555,-0.06582031,22.35294151,5.09803915,-,-,9.76000023,-,51.79999948,57.80754471,57.25382996,1008.93200684,100,1299.19996643,-,1299.19996643,-,1,334.61129761,168.2469635,-272.39743042,26078,0,-,-,-,-,188.59999585,2.29682779,40.7843132,14.90196037,-,-,1439,-,-803,-,-,1.59817445,4.92585039,82.09750366,42.74509811,-,-,-,-,-35.3933754,0.78125,-3.90625,-,-,-,0,0.78125,-4.6875,-,-,-,-6.25,3.15889072,9,-24,82.19999695,38.55999654,-121.36611623,13,0.34002686,3.08009672,-,57.19999933,45,18.87981796,13.56499863,5.29661465,7.37184954,-,44.40847397,31.9071331,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.79999995,0.72499996,-,-,0.77999997,0.64499998,-,-,-,10.1960783,2320,92.05210876,92,17.64705849,34,11.18718433,-,-,12.78349972,7.82251596,30.06891823,32.78833008,8581.57714844,2146,2126.2199707,20.50900078,-0.55000002,14.40699959,13,-
Tue Mar 29 07:34:06 PDT 2016,29-Mar-2016 07:34:05.882,-121.3658289,38.56002366,91.83645,9.0,-24.0,82.2,0.97659737,-0.032575335,0.058935553,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,20.3921566,-0.02809735,0.94311523,-0.00292969,0.13339844,22.35294151,10.58823586,-,-,9.76000023,-,51.79999948,57.8415451,57.28804016,1008.90600586,100,1299.19996643,-,1299.19996643,-,1,334.29626465,176.7747345,-272.43139648,26078,0,-,-,-,-,188.59999585,2.31785631,25.49019623,42.35293961,-,-,1435,-,-831,-,-,1.59960842,5.11987162,85.33119202,42.74509811,-,-,-,-,-35.39753723,0.78125,-6.25,-,-,-,-3.125,0.78125,-4.6875,-,-,-,-6.25,3.16172504,9,-24,82.19999695,38.56002366,-121.3658289,13,1.16355133,3.10829663,-,57.19999933,47,17.96903992,13.56507874,5.56507921,7.37180614,-,42.2661705,31.90732193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.81999999,0.72499996,-,-,0.77999997,0.64499998,-,-,-,10.1960783,2322,91.83644867,93,12.15686321,39,11.37614918,-,-,12.78848076,7.81946898,30.08063507,32.8388443,8581.62792969,2147,2127.23291016,20.50900078,-0.53,14.40699959,13,-
Tue Mar 29 07:34:07 PDT 2016,29-Mar-2016 07:34:06.878,-121.36553949,38.5600567,91.6268,9.0,-23.0,82.6,0.96447754,0.024810791,0.06690064,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,12.54901981,0.01859719,0.99560553,0.04150391,0.10947267,8.62745094,4.31372547,-,-,9.76000023,-,51.79999948,57.8415451,57.28804016,1008.86700439,100,1299.19996643,-,1299.19996643,-,1,334.29626465,176.7747345,-272.43139648,26078,0,-,-,-,-,188.59999585,2.31785631,25.49019623,42.35293961,-,-,1435,-,-767,-,-,1.59960842,5.11987162,85.33119202,42.74509811,-,-,-,-,-35.39753723,-0.78125,-6.25,-,-,-,-3.125,1.5625,-7.03125,-,-,-,-9.375,3.16172504,9,-23,82.59999847,38.5600567,-121.36553949,13,1.16355133,3.10829663,-,57.19999933,47,17.96903992,13.56507874,5.56507921,7.37180614,-,42.2661705,31.90732193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.81999999,0.72499996,-,-,0.85999995,0.64499998,-,-,-,2.35294127,2322,91.62680054,93,12.15686321,39,11.37614918,-,-,12.78848076,7.81946898,30.08063507,32.8388443,8581.62792969,2148,2128.26708984,20.50900078,-0.53,14.40699959,13,-
Tue Mar 29 07:34:08 PDT 2016,29-Mar-2016 07:34:07.888,-121.36525366,38.56008228,90.647995,9.0,-23.0,82.2,0.9682312,-0.0045776367,0.0661377,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,12.54901981,-0.04999041,0.93920892,0.0456543,0.03305664,8.62745094,4.31372547,-,-,9.76000023,-,51.79999948,57.87355042,57.32026672,1008.88000488,100,1299.19996643,-,1299.19996643,-,1,333.82894897,100.18024445,-272.45065308,26078,0,-,-,-,-,190.3999958,2.31785631,17.25490189,14.11764717,-,-,1405,-,-767,-,-,1.60039866,2.93302703,48.88378525,42.74509811,-,-,-,-,-35.39982986,-0.78125,11.71875,-,-,-,0,1.5625,-7.03125,-,-,-,-9.375,3.16328692,9,-23,82.19999695,38.56008228,-121.36525366,13,0.352005,3.10829663,-,57.19999933,27,31.70757103,13.56540871,3.15379357,7.37162685,-,74.58148193,31.90809631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0.85999995,0.64499998,-,-,-,2.35294127,2324,90.647995,91,13.33333397,13,11.37614918,-,-,12.80663776,7.80838299,30.12334061,32.88821793,8581.67675781,2149,2129.27807617,20.50900078,-0.73000006,14.3760004,13,-
Tue Mar 29 07:34:09 PDT 2016,29-Mar-2016 07:34:08.888,-121.36497441,38.56010936,89.964714,9.0,-22.0,82.2,0.9617513,-0.01940918,0.033056643,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,14.50980377,-0.01841433,0.96801758,0.04541016,0.05405274,14.50980377,7.05882359,-,-,9.76000023,-,51.79999948,57.87355042,57.32026672,1008.86700439,100,1302.79996634,-,1302.79996634,-,1,333.82894897,100.18024445,-272.45065308,26078,0,-,-,-,-,190.3999958,2.31785631,17.25490189,14.11764717,-,-,1405,-,-767,-,-,1.60039866,2.93302703,48.88378525,42.74509811,-,-,-,-,-35.39982986,-0.78125,11.71875,-,-,-,0,1.5625,11.71875,-,-,-,10.9375,3.16328692,9,-22,82.19999695,38.56010936,-121.36497441,13,0.352005,3.10829663,-,57.19999933,27,31.70757103,13.56540871,3.15379357,7.37162685,-,74.58148193,31.90809631,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0,-,-,-,4.31372547,2324,89.96471405,91,13.33333397,13,11.37614918,-,-,12.80663776,7.80838299,30.12334061,32.88821793,8581.67675781,2150,2130.25,20.50900078,-0.73000006,14.3760004,13,-
Tue Mar 29 07:34:10 PDT 2016,29-Mar-2016 07:34:09.892,-121.36469313,38.5601363,89.02835,9.0,-21.0,82.3,0.99405926,0.005126953,0.037329108,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,14.50980377,0.00140173,0.98925781,-0.00756836,0.05307617,14.50980377,7.05882359,-,-,9.76000023,-,51.79999948,57.90356827,57.3505249,1008.89300537,100,1302.79996634,-,1302.79996634,-,1,333.45904541,148.50610352,-272.48419189,26078,0,-,-,-,-,190.3999958,-,27.84313774,21.96078491,-,-,1396,-,-684,-,-,1.60160577,4.25438452,70.90640259,42.74509811,-,-,-,-,-35.40333176,-0.78125,11.71875,-,-,-,10.9375,1.5625,11.71875,-,-,-,10.9375,3.16567278,9,-21,82.30000305,38.5601363,-121.36469313,13,0.02835083,-,-,57.19999933,40,21.38950539,13.5655508,4.67514896,7.37154961,-,50.31167603,31.90843201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88,0,-,-,0,0,-,-,-,4.31372547,2326,89.02835083,89,14.50980377,36,-,-,-,12.81486607,7.80336857,30.14269829,32.93894196,8581.72753906,2151,2131.28491211,20.50900078,-0.60000006,14.34500027,13,-
Tue Mar 29 07:34:11 PDT 2016,29-Mar-2016 07:34:10.890,-121.36441155,38.56016686,88.668175,9.0,-20.0,81.4,0.9676921,0.0052083335,0.040421553,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,12.94117641,-0.00985459,0.98388672,-0.04199219,-0.00039062,8.62745094,4.31372547,-,-,9.76000023,-,51.79999948,57.90356827,57.3505249,1008.84100342,100,1311.7999661,-,1311.7999661,-,1,333.45904541,148.50610352,-272.48419189,26078,0,-,-,-,-,190.3999958,-,27.84313774,21.96078491,-,-,1396,-,-684,-,-,1.60160577,4.25438452,70.90640259,42.74509811,-,-,-,-,-35.40333176,-0.78125,10.9375,-,-,-,10.9375,1.5625,7.03125,-,-,-,4.6875,3.16567278,9,-20,81.40000153,38.56016686,-121.36441155,13,0.02835083,-,-,57.19999933,40,21.38950539,13.5655508,4.67514896,7.37154961,-,50.31167603,31.90843201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88,0.13499999,-,-,0.88,0.89999998,-,-,-,3.13725495,2326,88.66817474,89,14.50980377,36,-,-,-,12.81486607,7.80336857,30.14269829,32.93894196,8581.72753906,2152,2132.26904297,20.50900078,-0.60000006,14.34500027,13,-
Tue Mar 29 07:34:12 PDT 2016,29-Mar-2016 07:34:11.878,-121.36412659,38.56019782,87.76818,9.0,-21.0,82.0,0.97164917,0.004547119,0.03803101,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,12.94117641,-0.02145309,0.96533203,0.02490234,0.05625001,8.62745094,4.31372547,-,-,9.76000023,-,51.79999948,57.93159866,57.37881851,1008.77600098,100,1311.7999661,-,1311.7999661,-,1,332.99673462,101.83769226,-272.50549316,26078,0,-,-,-,-,190.3999958,-,17.25490189,16.86274529,-,-,1336,-,-721,-,-,1.60243106,2.85331416,47.55523682,42.74509811,-,-,-,-,-35.40572357,-0.78125,10.9375,-,-,-,-0.78125,1.5625,7.03125,-,-,-,4.6875,3.16730404,9,-21,82,38.56019782,-121.36412659,13,0.76818085,-,-,58.99999928,27,31.19151688,13.56587124,3.20597196,7.37137508,-,73.36763763,31.90918541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88,0.13499999,-,-,0.88,0.89999998,-,-,-,3.13725495,2328,87.76818085,87,15.68627453,35,-,-,-,12.83246803,7.792665,30.1841011,32.989151,8581.77832031,2153,2133.26391602,20.50900078,-0.73000006,14.34500027,13,-
Tue Mar 29 07:34:13 PDT 2016,29-Mar-2016 07:34:12.890,-121.363851,38.56022265,86.25816,9.0,-21.0,83.3,1.0090332,0.0076293945,0.0100769065,-,-,-,-,-,-,-,0,50.38800049,0,-,-,-,-,0,20.3921566,0.04008046,1.01049805,-0.01782227,0.14414063,22.74509811,11.37254906,-,-,9.76000023,-,51.79999948,57.93159866,57.37881851,1008.76300049,100,1317.19996595,-,1317.19996595,-,1,332.99673462,101.83769226,-272.50549316,26078,0,-,-,-,-,190.3999958,-,17.25490189,16.86274529,-,-,1336,-,-721,-,-,1.60243106,2.85331416,47.55523682,42.74509811,-,-,-,-,-35.40572357,0.78125,-1.5625,-,-,-,-0.78125,0.78125,-3.125,-,-,-,1.5625,3.16730404,9,-21,83.30000305,38.56022265,-121.363851,13,0.76818085,-,-,58.99999928,27,31.19151688,13.56587124,3.20597196,7.37137508,-,73.36763763,31.90918541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54500002,0.89999998,-,-,0.25,0.88,-,-,-,10.1960783,2328,86.25816345,87,15.68627453,35,-,-,-,12.83246803,7.792665,30.1841011,32.989151,8581.77832031,2154,2134.27001953,20.50900078,-0.73000006,14.34500027,13,-
